,Dissections
Cluster255,"Human M1C: 5.57%,  Human CEN: 4.97%,  Human MTG: 4.25%,  Human Sub: 4.01%,  Human FI: 3.92%,  Human Cla: 3.89%,  Human LEC: 3.56%,  Human CA1U-CA2U-CA3U: 3.44%,  Human MEC: 3.02%,  Human A25: 3.02%,  Human AON: 2.75%,  Human Idg: 2.72%,  Human ACC: 2.60%,  Human CMN: 2.48%,  Human A38: 2.39%,  Human TF: 2.33%,  Human La: 2.30%,  Human S1C: 2.30%,  Human Pir: 2.21%,  Human A29-A30: 2.16%,  Human TH-TL: 2.13%,  Human A43: 2.04%,  Human ITG: 1.98%,  Human A23: 1.86%,  Human SEP: 1.68%,  Human CA1: 1.65%,  Human A13: 1.62%,  Human A46: 1.56%,  Human STG: 1.53%,  Human A1C: 1.53%,  Human A44-A45: 1.53%,  Human A40: 1.50%,  Human CA1R-CA2R-CA3R: 1.35%,  Human BL: 1.32%,  Human Ig: 1.29%,  Human A5-A7: 1.05%,  Human BM: 0.99%,  Human Pro: 0.93%,  Human HTHso: 0.87%,  Human CA1C-CA3C: 0.81%,  Human A35-A36: 0.81%,  Human CoA: 0.78%,  Human A19: 0.72%,  Human V2: 0.72%,  Human V1C: 0.69%,  Human SI: 0.66%,  Human A14: 0.60%,  Human CA1-2R: 0.48%,  Human A32: 0.36%,  Human Pu: 0.27%,  Human BNST: 0.21%,  Human CA4C-DGC: 0.15%,  Human SC: 0.09%,  Human CA2U-CA3U: 0.09%,  Human CA3R: 0.09%,  Human NAC: 0.06%,  Human HTHpo: 0.03%,  Human MN: 0.03%,  Human HTHso-HTHtub: 0.03%,  Human DGR-CA4: 0.03%,  Human GPe: 0.03%"
Cluster256,"Human M1C: 8.34%,  Human Sub: 6.33%,  Human CA1U-CA2U-CA3U: 6.01%,  Human MTG: 5.37%,  Human A38: 3.40%,  Human Cla: 3.22%,  Human CA1R-CA2R-CA3R: 3.15%,  Human TF: 3.08%,  Human FI: 3.06%,  Human A25: 3.00%,  Human S1C: 2.80%,  Human CA1C-CA3C: 2.79%,  Human ITG: 2.62%,  Human TH-TL: 2.42%,  Human ACC: 2.28%,  Human A40: 2.26%,  Human A43: 2.19%,  Human A29-A30: 2.01%,  Human A19: 2.01%,  Human CA1: 1.97%,  Human Idg: 1.88%,  Human Ig: 1.88%,  Human MEC: 1.81%,  Human A23: 1.77%,  Human LEC: 1.56%,  Human AON: 1.52%,  Human A13: 1.50%,  Human A5-A7: 1.45%,  Human A44-A45: 1.39%,  Human A46: 1.23%,  Human A1C: 1.23%,  Human STG: 1.21%,  Human BM: 1.18%,  Human V2: 1.09%,  Human Pir: 1.05%,  Human CEN: 1.03%,  Human Pro: 1.01%,  Human CA1-2R: 1.00%,  Human SEP: 0.89%,  Human V1C: 0.71%,  Human SI: 0.62%,  Human A32: 0.58%,  Human HTHso: 0.56%,  Human A14: 0.52%,  Human CMN: 0.43%,  Human La: 0.42%,  Human BL: 0.40%,  Human CA2U-CA3U: 0.33%,  Human A35-A36: 0.33%,  Human CoA: 0.29%,  Human BNST: 0.20%,  Human Pu: 0.18%,  Human CA4C-DGC: 0.11%,  Human DGU-CA4Upy: 0.07%,  Human HTHpo: 0.05%,  Human NAC: 0.04%,  Human CaB: 0.02%,  Human CM-Pf: 0.02%,  Human MG: 0.02%,  Human LP: 0.02%,  Human ANC: 0.02%,  Human SC: 0.02%,  Human HTHso-HTHtub: 0.02%,  Human CA3R: 0.02%,  Human MN: 0.02%"
Cluster257,"Human M1C: 9.48%,  Human MTG: 5.22%,  Human CA1U-CA2U-CA3U: 4.57%,  Human MEC: 4.30%,  Human CA1: 3.77%,  Human Sub: 3.36%,  Human LEC: 3.11%,  Human FI: 2.98%,  Human A38: 2.96%,  Human Idg: 2.86%,  Human CA1R-CA2R-CA3R: 2.83%,  Human A43: 2.69%,  Human A25: 2.63%,  Human ACC: 2.48%,  Human TF: 2.37%,  Human A13: 2.33%,  Human ITG: 2.18%,  Human A44-A45: 2.14%,  Human A23: 2.10%,  Human CA1C-CA3C: 2.04%,  Human CA1-2R: 2.02%,  Human TH-TL: 1.94%,  Human A40: 1.93%,  Human S1C: 1.90%,  Human A46: 1.90%,  Human A29-A30: 1.86%,  Human Ig: 1.79%,  Human A19: 1.49%,  Human Pir: 1.44%,  Human STG: 1.34%,  Human A5-A7: 1.34%,  Human AON: 1.32%,  Human Cla: 1.27%,  Human BM: 1.15%,  Human A1C: 0.96%,  Human A32: 0.94%,  Human A14: 0.93%,  Human Pro: 0.85%,  Human CMN: 0.82%,  Human SEP: 0.82%,  Human V2: 0.78%,  Human CA2U-CA3U: 0.75%,  Human A35-A36: 0.72%,  Human HTHso: 0.53%,  Human BL: 0.47%,  Human La: 0.41%,  Human CEN: 0.36%,  Human SI: 0.32%,  Human V1C: 0.26%,  Human CoA: 0.20%,  Human CA3R: 0.13%,  Human DGU-CA4Upy: 0.12%,  Human Pu: 0.11%,  Human CA4C-DGC: 0.11%,  Human BNST: 0.07%,  Human HTHtub: 0.05%,  Human ANC: 0.04%,  Human DGR-CA4Rpy: 0.03%,  Human CM-Pf: 0.02%,  Human GPe: 0.02%,  Human SC: 0.02%,  Human HTHma-HTHtub: 0.02%,  Human VLN: 0.02%,  Human NAC: 0.02%,  Human CaB: 0.01%,  Human MG: 0.01%,  Human Pul: 0.01%,  Human LG: 0.01%,  Human DGR-CA4: 0.01%,  Human SN: 0.01%,  Human HTHpo: 0.01%,  Human HTHso-HTHtub: 0.01%"
Cluster258,"Human M1C: 8.81%,  Human MEC: 6.63%,  Human FI: 5.52%,  Human MTG: 4.28%,  Human A25: 4.07%,  Human ACC: 3.60%,  Human Cla: 3.50%,  Human LEC: 3.24%,  Human Sub: 2.82%,  Human Idg: 2.77%,  Human A38: 2.70%,  Human Pir: 2.64%,  Human AON: 2.51%,  Human CEN: 2.50%,  Human TH-TL: 2.46%,  Human A13: 2.36%,  Human TF: 2.30%,  Human S1C: 2.23%,  Human A43: 1.87%,  Human A23: 1.84%,  Human Ig: 1.82%,  Human A29-A30: 1.77%,  Human A44-A45: 1.75%,  Human CA1U-CA2U-CA3U: 1.56%,  Human A1C: 1.53%,  Human A46: 1.45%,  Human ITG: 1.44%,  Human Pro: 1.41%,  Human A40: 1.40%,  Human SEP: 1.30%,  Human STG: 1.26%,  Human A32: 1.18%,  Human La: 1.18%,  Human A19: 1.14%,  Human V2: 1.06%,  Human HTHso: 1.01%,  Human A5-A7: 0.99%,  Human CA1: 0.90%,  Human A14: 0.82%,  Human V1C: 0.73%,  Human BM: 0.70%,  Human CoA: 0.70%,  Human CMN: 0.68%,  Human CA1R-CA2R-CA3R: 0.56%,  Human SI: 0.53%,  Human A35-A36: 0.52%,  Human CA1-2R: 0.44%,  Human BL: 0.42%,  Human CA1C-CA3C: 0.33%,  Human Pu: 0.30%,  Human BNST: 0.13%,  Human SC: 0.08%,  Human CA2U-CA3U: 0.06%,  Human HTHtub: 0.02%,  Human NAC: 0.02%,  Human CA4C-DGC: 0.02%,  Human DGR-CA4Rpy: 0.02%,  Human VLN: 0.02%,  Human CM: 0.02%,  Human LG: 0.02%,  Human PAG-DR: 0.01%,  Human Pul: 0.01%,  Human GPi: 0.01%,  Human GPe: 0.01%,  Human STH: 0.01%,  Human DGU-CA4Upy: 0.01%,  Human VA: 0.01%,  Human MD: 0.01%,  Human SN: 0.01%"
Cluster259,"Human MTG: 6.40%,  Human M1C: 6.33%,  Human A43: 3.97%,  Human Idg: 3.78%,  Human A44-A45: 3.67%,  Human A38: 3.59%,  Human A25: 3.56%,  Human A32: 3.55%,  Human A40: 3.50%,  Human A13: 3.27%,  Human A23: 3.16%,  Human ITG: 2.85%,  Human TH-TL: 2.81%,  Human A5-A7: 2.71%,  Human Ig: 2.70%,  Human A29-A30: 2.69%,  Human ACC: 2.67%,  Human TF: 2.52%,  Human A19: 2.38%,  Human A46: 2.36%,  Human FI: 2.28%,  Human MEC: 2.23%,  Human LEC: 2.02%,  Human AON: 1.99%,  Human STG: 1.93%,  Human S1C: 1.91%,  Human A1C: 1.59%,  Human Sub: 1.56%,  Human Cla: 1.47%,  Human Pir: 1.38%,  Human V2: 1.28%,  Human A35-A36: 1.24%,  Human Pro: 1.22%,  Human BM: 1.21%,  Human A14: 1.08%,  Human HTHso: 1.06%,  Human CA1U-CA2U-CA3U: 0.78%,  Human BL: 0.70%,  Human SEP: 0.67%,  Human V1C: 0.67%,  Human CEN: 0.48%,  Human La: 0.40%,  Human SI: 0.37%,  Human CA1R-CA2R-CA3R: 0.35%,  Human CoA: 0.29%,  Human CMN: 0.25%,  Human CA1-2R: 0.24%,  Human CA1C-CA3C: 0.15%,  Human BNST: 0.12%,  Human CA1: 0.12%,  Human Pu: 0.08%,  Human DGR-CA4Rpy: 0.04%,  Human PAG-DR: 0.04%,  Human CA2U-CA3U: 0.04%,  Human CA4C-DGC: 0.03%,  Human SC: 0.03%,  Human MD: 0.03%,  Human HTHtub: 0.03%,  Human NAC: 0.02%,  Human HTHpo: 0.02%,  Human ANC: 0.02%,  Human CbDN: 0.01%,  Human PTR: 0.01%,  Human SN: 0.01%,  Human CaB: 0.01%,  Human DGU-CA4Upy: 0.01%,  Human PN: 0.01%,  Human Pul: 0.01%,  Human LP: 0.01%,  Human LG: 0.01%,  Human CM: 0.01%,  Human HTHso-HTHtub: 0.01%,  Human MN: 0.01%,  Human IO: 0.01%,  Human GPi: 0.01%,  Human RN: 0.01%,  Human MG: 0.01%"
Cluster260,"Human MEC: 9.05%,  Human A25: 6.26%,  Human FI: 6.23%,  Human ACC: 5.84%,  Human Idg: 4.86%,  Human LEC: 4.10%,  Human AON: 4.04%,  Human A38: 3.73%,  Human M1C: 3.72%,  Human Pir: 3.69%,  Human A13: 3.65%,  Human A32: 3.61%,  Human TH-TL: 3.09%,  Human A43: 2.96%,  Human HTHso: 2.69%,  Human MTG: 2.37%,  Human A44-A45: 2.27%,  Human A46: 2.06%,  Human Cla: 1.93%,  Human A23: 1.87%,  Human Sub: 1.53%,  Human Ig: 1.38%,  Human A14: 1.38%,  Human SEP: 1.37%,  Human CoA: 1.37%,  Human A40: 1.26%,  Human A29-A30: 1.21%,  Human ITG: 1.18%,  Human TF: 1.01%,  Human A35-A36: 0.95%,  Human S1C: 0.93%,  Human STG: 0.93%,  Human SI: 0.85%,  Human A5-A7: 0.82%,  Human BM: 0.80%,  Human La: 0.71%,  Human A1C: 0.68%,  Human A19: 0.56%,  Human BL: 0.50%,  Human CMN: 0.47%,  Human CEN: 0.43%,  Human V2: 0.37%,  Human BNST: 0.34%,  Human Pro: 0.24%,  Human CA1U-CA2U-CA3U: 0.18%,  Human PAG-DR: 0.10%,  Human HTHtub: 0.10%,  Human CA1-2R: 0.06%,  Human V1C: 0.05%,  Human CA1R-CA2R-CA3R: 0.05%,  Human CA1C-CA3C: 0.05%,  Human CA1: 0.05%,  Human Pu: 0.03%,  Human LG: 0.02%,  Human HTHpo: 0.02%"
Cluster261,"Human M1C: 13.22%,  Human MTG: 6.50%,  Human A29-A30: 4.80%,  Human A44-A45: 4.12%,  Human A40: 4.02%,  Human S1C: 4.02%,  Human A43: 3.62%,  Human V2: 3.57%,  Human A23: 3.49%,  Human A5-A7: 3.41%,  Human MEC: 3.33%,  Human A46: 3.27%,  Human V1C: 3.16%,  Human STG: 2.86%,  Human A13: 2.80%,  Human A19: 2.75%,  Human A1C: 2.73%,  Human Ig: 2.61%,  Human TF: 2.45%,  Human Pro: 2.30%,  Human ITG: 2.30%,  Human A25: 2.10%,  Human A32: 1.92%,  Human TH-TL: 1.76%,  Human A38: 1.49%,  Human ACC: 1.48%,  Human FI: 1.40%,  Human Idg: 1.33%,  Human Cla: 0.99%,  Human Sub: 0.92%,  Human AON: 0.73%,  Human A14: 0.67%,  Human A35-A36: 0.48%,  Human LEC: 0.43%,  Human Pir: 0.41%,  Human BM: 0.40%,  Human SEP: 0.32%,  Human CEN: 0.24%,  Human CA1U-CA2U-CA3U: 0.23%,  Human Pul: 0.19%,  Human LG: 0.17%,  Human CA1-2R: 0.15%,  Human HTHso: 0.11%,  Human SC: 0.09%,  Human ANC: 0.09%,  Human La: 0.07%,  Human MD: 0.06%,  Human VLN: 0.06%,  Human SI: 0.06%,  Human LP: 0.05%,  Human Pu: 0.05%,  Human DGR-CA4Rpy: 0.04%,  Human CoA: 0.04%,  Human CA1: 0.03%,  Human BL: 0.02%,  Human CA1R-CA2R-CA3R: 0.02%,  Human MD-Re: 0.01%,  Human CA4C-DGC: 0.01%,  Human CM-Pf: 0.01%,  Human HTHso-HTHtub: 0.01%,  Human BNST: 0.01%,  Human VPL: 0.01%,  Human PAG-DR: 0.00%,  Human VA: 0.00%,  Human DGR-CA4: 0.00%,  Human MN: 0.00%,  Human DGU-CA4Upy: 0.00%,  Human CMN: 0.00%,  Human GPe: 0.00%,  Human PTR: 0.00%,  Human MG: 0.00%,  Human HTHtub: 0.00%,  Human CA1C-CA3C: 0.00%,  Human HTHma: 0.00%"
Cluster262,"Human M1C: 8.72%,  Human MTG: 7.95%,  Human A29-A30: 4.47%,  Human A43: 4.02%,  Human A25: 3.90%,  Human TF: 3.87%,  Human A40: 3.77%,  Human A44-A45: 3.32%,  Human A13: 3.18%,  Human V2: 3.11%,  Human A19: 3.06%,  Human A46: 3.05%,  Human STG: 3.04%,  Human ITG: 3.02%,  Human A5-A7: 2.94%,  Human Ig: 2.93%,  Human S1C: 2.86%,  Human A23: 2.82%,  Human A1C: 2.67%,  Human ACC: 2.60%,  Human TH-TL: 2.31%,  Human Pro: 2.15%,  Human A32: 2.13%,  Human A38: 2.00%,  Human Idg: 1.99%,  Human V1C: 1.68%,  Human FI: 1.68%,  Human Sub: 1.41%,  Human AON: 1.40%,  Human A14: 1.20%,  Human Cla: 1.09%,  Human BM: 0.84%,  Human SEP: 0.75%,  Human LEC: 0.72%,  Human A35-A36: 0.69%,  Human Pir: 0.68%,  Human MEC: 0.52%,  Human HTHso: 0.34%,  Human CA1R-CA2R-CA3R: 0.24%,  Human CEN: 0.21%,  Human SI: 0.17%,  Human CA1U-CA2U-CA3U: 0.09%,  Human La: 0.07%,  Human Pu: 0.05%,  Human CoA: 0.04%,  Human CA4C-DGC: 0.03%,  Human PAG-DR: 0.03%,  Human CA1-2R: 0.03%,  Human CA1: 0.03%,  Human BNST: 0.02%,  Human CMN: 0.02%,  Human Pul: 0.02%,  Human CA1C-CA3C: 0.02%,  Human HTHpo: 0.01%,  Human HTHma-HTHtub: 0.01%,  Human HTHma: 0.01%,  Human LG: 0.01%,  Human MN: 0.01%"
Cluster263,"Human M1C: 18.55%,  Human A29-A30: 10.60%,  Human V1C: 9.32%,  Human S1C: 6.13%,  Human A1C: 5.78%,  Human Ig: 3.81%,  Human A43: 3.57%,  Human V2: 3.52%,  Human MTG: 3.22%,  Human STG: 3.22%,  Human A44-A45: 3.20%,  Human A23: 3.16%,  Human A5-A7: 3.02%,  Human A40: 2.85%,  Human A13: 2.66%,  Human Pro: 2.55%,  Human A32: 2.41%,  Human A46: 2.16%,  Human A19: 2.03%,  Human TF: 1.59%,  Human ITG: 1.09%,  Human TH-TL: 0.79%,  Human Cla: 0.59%,  Human A25: 0.59%,  Human A38: 0.56%,  Human FI: 0.46%,  Human Idg: 0.44%,  Human Sub: 0.33%,  Human Pir: 0.32%,  Human ACC: 0.32%,  Human AON: 0.23%,  Human BM: 0.20%,  Human A14: 0.14%,  Human MEC: 0.11%,  Human A35-A36: 0.08%,  Human LEC: 0.06%,  Human LG: 0.05%,  Human La: 0.05%,  Human Pul: 0.05%,  Human SC: 0.03%,  Human CA1U-CA2U-CA3U: 0.03%,  Human MD: 0.03%,  Human LP: 0.03%,  Human HTHso-HTHtub: 0.02%,  Human CA2U-CA3U: 0.02%,  Human PAG-DR: 0.02%,  Human ETH: 0.02%,  Human ANC: 0.02%"
Cluster264,"Human M1C: 6.46%,  Human S1C: 5.61%,  Human A29-A30: 4.81%,  Human MTG: 4.26%,  Human A1C: 4.03%,  Human A5-A7: 3.73%,  Human V2: 3.51%,  Human A44-A45: 3.46%,  Human A43: 3.21%,  Human A25: 3.19%,  Human TH-TL: 3.07%,  Human A32: 2.89%,  Human Cla: 2.83%,  Human Ig: 2.82%,  Human ITG: 2.80%,  Human A19: 2.76%,  Human FI: 2.73%,  Human V1C: 2.68%,  Human Pro: 2.62%,  Human A23: 2.59%,  Human STG: 2.34%,  Human Sub: 2.14%,  Human A46: 2.11%,  Human La: 2.01%,  Human A13: 1.69%,  Human ACC: 1.66%,  Human A38: 1.59%,  Human A40: 1.56%,  Human Pir: 1.32%,  Human SEP: 1.18%,  Human BL: 1.12%,  Human LEC: 1.08%,  Human MEC: 0.99%,  Human Idg: 0.99%,  Human CEN: 0.99%,  Human BM: 0.84%,  Human TF: 0.81%,  Human LG: 0.61%,  Human A35-A36: 0.55%,  Human AON: 0.49%,  Human SI: 0.42%,  Human CMN: 0.39%,  Human CA1U-CA2U-CA3U: 0.37%,  Human Pul: 0.30%,  Human CoA: 0.28%,  Human Pu: 0.24%,  Human HTHpo-HTHso: 0.21%,  Human SC: 0.16%,  Human CA1R-CA2R-CA3R: 0.16%,  Human HTHtub: 0.10%,  Human HTHso-HTHtub: 0.10%,  Human SN: 0.09%,  Human ANC: 0.07%,  Human HTHso: 0.07%,  Human VLN: 0.07%,  Human MN: 0.07%,  Human CM-Pf: 0.06%,  Human HTHma: 0.06%,  Human PAG-DR: 0.06%,  Human ETH: 0.06%,  Human BNST: 0.06%,  Human LP: 0.06%,  Human A14: 0.04%,  Human CA1C-CA3C: 0.04%,  Human MD: 0.03%,  Human VA: 0.01%,  Human NAC: 0.01%,  Human CA1: 0.01%,  Human CA2U-CA3U: 0.01%,  Human CM: 0.01%,  Human MG: 0.01%,  Human LP-VPL: 0.01%,  Human DGR-CA4Rpy: 0.01%,  Human HTHma-HTHtub: 0.01%,  Human CaB: 0.01%,  Human VPL: 0.01%"
Cluster265,"Human MEC: 6.14%,  Human M1C: 4.78%,  Human BL: 4.23%,  Human CEN: 4.02%,  Human FI: 3.83%,  Human A25: 3.79%,  Human MTG: 3.62%,  Human Pir: 3.53%,  Human LEC: 3.51%,  Human CMN: 3.39%,  Human A43: 3.32%,  Human A32: 3.06%,  Human ACC: 2.73%,  Human La: 2.54%,  Human A13: 2.54%,  Human A38: 2.45%,  Human A46: 2.42%,  Human Idg: 2.28%,  Human Sub: 2.02%,  Human BM: 2.00%,  Human A40: 1.88%,  Human A44-A45: 1.88%,  Human TH-TL: 1.76%,  Human ITG: 1.76%,  Human AON: 1.72%,  Human S1C: 1.65%,  Human A23: 1.62%,  Human A1C: 1.58%,  Human Cla: 1.55%,  Human A35-A36: 1.48%,  Human STG: 1.43%,  Human A29-A30: 1.34%,  Human A5-A7: 1.34%,  Human Ig: 1.27%,  Human A19: 1.13%,  Human TF: 1.11%,  Human HTHso: 1.04%,  Human CA1U-CA2U-CA3U: 0.94%,  Human SEP: 0.85%,  Human V2: 0.71%,  Human CA1-2R: 0.68%,  Human CoA: 0.61%,  Human CA1R-CA2R-CA3R: 0.56%,  Human CA1C-CA3C: 0.54%,  Human SI: 0.47%,  Human V1C: 0.45%,  Human Pro: 0.40%,  Human BNST: 0.28%,  Human A14: 0.28%,  Human HTHtub: 0.24%,  Human CA2U-CA3U: 0.16%,  Human HTHma-HTHtub: 0.14%,  Human HTHso-HTHtub: 0.14%,  Human SC: 0.12%,  Human SN: 0.12%,  Human CA1: 0.12%,  Human PAG-DR: 0.09%,  Human DGR-CA4Rpy: 0.05%,  Human ANC: 0.05%,  Human Pu: 0.05%,  Human CA4C-DGC: 0.05%,  Human MN: 0.05%,  Human RN: 0.02%,  Human HTHpo-HTHso: 0.02%,  Human PnEN: 0.02%,  Human NAC: 0.02%,  Human MD: 0.02%"
Cluster266,"Human CMN: 12.45%,  Human BL: 8.78%,  Human La: 8.41%,  Human CEN: 7.60%,  Human Pir: 7.57%,  Human CA1U-CA2U-CA3U: 6.48%,  Human MEC: 5.69%,  Human LEC: 4.35%,  Human CA1: 3.95%,  Human CA1C-CA3C: 3.70%,  Human A35-A36: 3.62%,  Human BM: 3.00%,  Human CA4C-DGC: 2.78%,  Human Sub: 2.75%,  Human CA1R-CA2R-CA3R: 2.50%,  Human CA3R: 1.96%,  Human BNST: 1.40%,  Human FI: 1.35%,  Human CoA: 1.21%,  Human Cla: 1.09%,  Human CA1-2R: 0.98%,  Human DGU-CA4Upy: 0.93%,  Human SI: 0.79%,  Human SEP: 0.70%,  Human AON: 0.56%,  Human HTHso: 0.53%,  Human DGR-CA4Rpy: 0.45%,  Human CA2U-CA3U: 0.39%,  Human HTHtub: 0.36%,  Human A38: 0.31%,  Human HTHso-HTHtub: 0.25%,  Human DGR-CA4: 0.25%,  Human HTHpo-HTHso: 0.22%,  Human A25: 0.22%,  Human SN: 0.22%,  Human MTG: 0.22%,  Human ANC: 0.20%,  Human Pu: 0.20%,  Human ACC: 0.20%,  Human TF: 0.20%,  Human M1C: 0.17%,  Human TH-TL: 0.17%,  Human HTHma-HTHtub: 0.11%,  Human A44-A45: 0.11%,  Human A46: 0.06%,  Human Idg: 0.06%,  Human A13: 0.06%,  Human Pul: 0.06%,  Human PAG-DR: 0.03%,  Human A32: 0.03%,  Human Pro: 0.03%,  Human NAC: 0.03%,  Human MN: 0.03%,  Human PTR: 0.03%,  Human A43: 0.03%,  Human A40: 0.03%,  Human DTg: 0.03%,  Human HTHpo: 0.03%,  Human A29-A30: 0.03%,  Human A23: 0.03%,  Human A19: 0.03%,  Human A1C: 0.03%"
Cluster267,"Human CA4C-DGC: 23.18%,  Human CA1U-CA2U-CA3U: 10.41%,  Human CA1C-CA3C: 9.53%,  Human CA3R: 9.04%,  Human DGR-CA4Rpy: 7.76%,  Human DGU-CA4Upy: 5.60%,  Human MEC: 4.91%,  Human CA1R-CA2R-CA3R: 4.52%,  Human DGR-CA4: 3.63%,  Human CA1-2R: 3.14%,  Human M1C: 2.75%,  Human CA1: 2.16%,  Human CA2U-CA3U: 1.08%,  Human LG: 0.98%,  Human ACC: 0.98%,  Human AON: 0.79%,  Human SN: 0.69%,  Human LEC: 0.69%,  Human CoA: 0.59%,  Human Sub: 0.59%,  Human Pir: 0.59%,  Human CMN: 0.49%,  Human Pul: 0.49%,  Human A38: 0.49%,  Human TF: 0.49%,  Human A23: 0.39%,  Human BL: 0.29%,  Human S1C: 0.29%,  Human SEP: 0.29%,  Human A40: 0.29%,  Human HTHtub: 0.20%,  Human ANC: 0.20%,  Human TH-TL: 0.20%,  Human CEN: 0.20%,  Human MN: 0.20%,  Human FI: 0.10%,  Human HTHso: 0.10%,  Human BNST: 0.10%,  Human Cla: 0.10%,  Human BM: 0.10%,  Human A44-A45: 0.10%,  Human A43: 0.10%,  Human A32: 0.10%,  Human A29-A30: 0.10%,  Human A25: 0.10%,  Human A1C: 0.10%,  Human HTHma: 0.10%,  Human A13: 0.10%,  Human SC: 0.10%,  Human MD: 0.10%,  Human SI: 0.10%,  Human MG: 0.10%,  Human La: 0.10%,  Human Idg: 0.10%"
Cluster268,"Human CA1U-CA2U-CA3U: 17.77%,  Human CA3R: 17.56%,  Human CA4C-DGC: 13.95%,  Human CA1C-CA3C: 13.19%,  Human CA1R-CA2R-CA3R: 10.20%,  Human DGU-CA4Upy: 6.53%,  Human DGR-CA4Rpy: 4.06%,  Human CA1: 3.83%,  Human CA1-2R: 3.23%,  Human CA2U-CA3U: 2.00%,  Human Sub: 1.61%,  Human DGR-CA4: 1.59%,  Human M1C: 1.43%,  Human CMN: 0.47%,  Human SEP: 0.44%,  Human BL: 0.29%,  Human SN: 0.16%,  Human MEC: 0.13%,  Human Pir: 0.13%,  Human MTG: 0.13%,  Human ANC: 0.13%,  Human BM: 0.13%,  Human A32: 0.10%,  Human HTHpo-HTHso: 0.08%,  Human CoA: 0.05%,  Human Cla: 0.05%,  Human BNST: 0.05%,  Human TF: 0.05%,  Human La: 0.05%,  Human LEC: 0.05%,  Human AON: 0.05%,  Human STG: 0.03%,  Human S1C: 0.03%,  Human A25: 0.03%,  Human A35-A36: 0.03%,  Human Ig: 0.03%,  Human TH-TL: 0.03%,  Human CEN: 0.03%,  Human GPe: 0.03%,  Human A23: 0.03%,  Human A29-A30: 0.03%,  Human MN: 0.03%,  Human NAC: 0.03%,  Human ACC: 0.03%,  Human A5-A7: 0.03%,  Human A44-A45: 0.03%,  Human Pul: 0.03%,  Human Pu: 0.03%,  Human SC: 0.03%,  Human A38: 0.03%"
Cluster269,"Human MEC: 8.49%,  Human CMN: 6.88%,  Human CA1U-CA2U-CA3U: 6.22%,  Human LEC: 5.76%,  Human FI: 5.01%,  Human Pir: 4.67%,  Human La: 4.36%,  Human CEN: 4.32%,  Human BL: 3.98%,  Human CA1C-CA3C: 3.48%,  Human CA4C-DGC: 3.14%,  Human CA1: 2.96%,  Human HTHso: 2.92%,  Human AON: 2.89%,  Human A25: 2.89%,  Human ACC: 2.77%,  Human CA3R: 2.36%,  Human Sub: 2.18%,  Human M1C: 2.05%,  Human CA1R-CA2R-CA3R: 1.99%,  Human Idg: 1.65%,  Human BM: 1.56%,  Human SEP: 1.46%,  Human CoA: 1.37%,  Human DGU-CA4Upy: 1.21%,  Human A38: 1.21%,  Human SI: 0.96%,  Human Cla: 0.93%,  Human DGR-CA4Rpy: 0.93%,  Human A35-A36: 0.93%,  Human TH-TL: 0.78%,  Human CA1-2R: 0.72%,  Human A13: 0.68%,  Human A32: 0.62%,  Human HTHtub: 0.37%,  Human A14: 0.37%,  Human ITG: 0.37%,  Human A43: 0.34%,  Human MTG: 0.34%,  Human BNST: 0.31%,  Human Ig: 0.28%,  Human TF: 0.25%,  Human A46: 0.25%,  Human CA2U-CA3U: 0.25%,  Human HTHpo: 0.22%,  Human DGR-CA4: 0.22%,  Human S1C: 0.22%,  Human A44-A45: 0.22%,  Human Pu: 0.19%,  Human SN: 0.19%,  Human A40: 0.19%,  Human A19: 0.16%,  Human HTHma-HTHtub: 0.12%,  Human HTHso-HTHtub: 0.12%,  Human A23: 0.09%,  Human ANC: 0.06%,  Human A1C: 0.06%,  Human Pro: 0.06%,  Human MD: 0.06%,  Human A29-A30: 0.06%,  Human HTHpo-HTHso: 0.06%,  Human HTHma: 0.03%,  Human MN: 0.03%,  Human MG: 0.03%,  Human ETH: 0.03%,  Human A5-A7: 0.03%,  Human PAG-DR: 0.03%"
